,Destination,Price(€),Date,Airline Company,Departure Time,Connection,Class
3631,Casablanca,118,,Aegean,2210,,Economy
3632,Tel Aviv,1182,,TUI fly Belgium,1120,,Economy
3633,Casablanca,118,,Ryanair,2210,,Economy
3634,Tel Aviv,652,,TUI fly Belgium,2035,,Economy
3635,Casablanca,65,,Ryanair,14051,,Economy
3636,Tel Aviv,1112,,TUI fly Belgium,1120,,Economy
3637,Casablanca,111,,Wizz Air,2110,,Economy
3638,Tel Aviv,1212,,Ryanair,1120,,Economy
3639,Casablanca,121,,TUI fly Belgium,2210,,Economy
3640,Tel Aviv,104,,Ryanair,2035,,Economy
3641,Casablanca,104,,TUI fly Belgium,09351,,Economy
3642,Tel Aviv,127,,Wizz Air,1110,,Economy
3643,Casablanca,127,,Ryanair,2120,,Economy
3644,Tel Aviv,127,,TUI fly Belgium,1110,,Economy
3645,Casablanca,127,,Aegean,2020,,Economy
3646,Tel Aviv,1051,,TUI fly Belgium,2035,,Economy
3647,Casablanca,105,,Ryanair,09351,,Economy
3648,Tel Aviv,1282,,TUI fly Belgium,1110,,Economy
3649,Casablanca,128,,Wizz Air,2120,,Economy
3650,Tel Aviv,1402,,Ryanair,1305,,Economy
3651,Casablanca,140,,TUI fly Belgium,2145,,Economy
3652,Tel Aviv,1232,,Aegean,1120,,Economy
3653,Casablanca,123,,TUI fly Belgium,2210,,Economy
3654,Tel Aviv,1411,,Ryanair,1305,,Economy
3655,Casablanca,141,,TUI fly Belgium,2145,,Economy
3656,Tel Aviv,651,,Ryanair,1140,,Economy
3657,Olbia,65,,TUI fly Belgium,1740,,Economy
3658,Tel Aviv,751,,easyJet,1140,,Economy
3659,Olbia,75,,Ryanair,1740,,Economy
3660,Tel Aviv,701,,TUI fly Belgium,1255,,Economy
3661,Olbia,70,,Ryanair,2020,,Economy
3662,Tel Aviv,70,,TUI fly Belgium,1255,,Economy
3663,Olbia,70,,Aegean,2020,,Economy
3664,Tel Aviv,783,,TUI fly Belgium,0925,,Economy
3665,Olbia,78,,Ryanair,1550,,Economy
3666,Tel Aviv,822,,Wizz Air,1140,,Economy
3667,Olbia,82,,TUI fly Belgium,1735,,Economy
3668,Tel Aviv,711,,Ryanair,1255,,Economy
3669,Olbia,71,,TUI fly Belgium,2020,,Economy
3670,Tel Aviv,713,,Wizz Air,1255,,Economy
3671,Olbia,71,,Ryanair,2020,,Economy
3672,Tel Aviv,831,,TUI fly Belgium,1140,,Economy
3673,Olbia,83,,Ryanair,1740,,Economy
3674,Tel Aviv,731,,World2fly,1255,,Economy
3675,Olbia,73,,Aegean,2020,,Economy
3676,Tel Aviv,861,,TUI fly Belgium,1140,,Economy
3677,Olbia,86,,Wizz Air,1740,,Economy
3678,Tel Aviv,87,,Ryanair,1140,,Economy
3679,Olbia,87,,TUI fly Belgium,1740,,Economy
3680,Tel Aviv,76,,Wizz Air Abu Dhabi,1255,,Economy
3681,Olbia,76,,IndiGo Airlines,2020,,Economy
3682,Tel Aviv,751,,Wizz Air Abu Dhabi,1305,,Economy
3683,Olbia,75,,IndiGo Airlines,2040,,Economy
3684,Tel Aviv,761,,Wizz Air Abu Dhabi,1310,,Economy
3685,Olbia,76,,Air Arabia Abu Dhabi,2050,,Economy
3686,Tel Aviv,79,,Air Vistara,1255,,Economy
3687,Olbia,79,,Wizz Air Abu Dhabi,2020,,Economy
3688,Tel Aviv,68,,Air Arabia Abu Dhabi,1120,,Economy
3689,Olbia,68,,Air Vistara,2020,,Economy
3690,Tel Aviv,84,,Wizz Air Abu Dhabi,1055,,Economy
3691,Olbia,84,,Air Arabia Abu Dhabi,1800,,Economy
3692,Tel Aviv,691,,Go Air,1120,,Economy
3693,Olbia,69,,Wizz Air Abu Dhabi,2020,,Economy
3694,Tel Aviv,821,,Air Arabia Abu Dhabi,1255,,Economy
3695,Olbia,82,,Air India Limited,2020,,Economy
3696,Tel Aviv,70,,Wizz Air Abu Dhabi,1120,,Economy
3697,Olbia,70,,Air Arabia Abu Dhabi,2020,,Economy
3698,Tel Aviv,833,,IndiGo Airlines,1255,,Economy
3699,Olbia,83,,Wizz Air Abu Dhabi,2020,,Economy
3700,Tel Aviv,841,,Air Arabia Abu Dhabi,1255,,Economy
3701,Olbia,84,,Air Vistara,2020,,Economy
3702,Tel Aviv,72,,Wizz Air Abu Dhabi,1120,,Economy
3703,Olbia,72,,Air Arabia Abu Dhabi,2020,,Economy
3704,Tel Aviv,723,,IndiGo Airlines,1120,,Economy
3705,Olbia,72,,Wizz Air Abu Dhabi,2020,,Economy
3706,Tel Aviv,721,,Air Arabia Abu Dhabi,1120,,Economy
3707,Olbia,72,,Air India Limited,2020,,Economy
3708,Tel Aviv,853,,Wizz Air Abu Dhabi,1255,,Economy
3709,Olbia,85,,Air Arabia Abu Dhabi,2020,,Economy
3710,Tel Aviv,73,,Go Air,1120,,Economy
3711,Olbia,73,,Wizz Air Abu Dhabi,2020,,Economy
3712,Tel Aviv,73,,IndiGo Airlines,1120,,Economy
3713,Olbia,73,,Wizz Air Abu Dhabi,2020,,Economy
3714,Tel Aviv,85,,Air Arabia Abu Dhabi,1305,,Economy
3715,Olbia,85,,Air Vistara,2040,,Economy
3716,Tel Aviv,72,,Wizz Air Abu Dhabi,1205,,Economy
3717,Oslo,72,,Air Arabia Abu Dhabi,1805,,Economy
3718,Tel Aviv,741,,Air India Limited,1205,,Economy
3719,Oslo,74,,Wizz Air Abu Dhabi,1805,,Economy
3720,Tel Aviv,783,,Air Arabia Abu Dhabi,1115,,Economy
3721,Oslo,78,,Go Air,1655,,Economy
3722,Tel Aviv,54,,Wizz Air Abu Dhabi,1210,,Economy
3723,Oslo,54,,Air Arabia Abu Dhabi,2100,,Economy
3724,Tel Aviv,60,,Air Vistara,1145,,Economy
3725,Oslo,60,,Wizz Air Abu Dhabi,1950,,Economy
3726,Tel Aviv,81,,Air Arabia Abu Dhabi,1205,,Economy
3727,Oslo,81,,Air Vistara,1805,,Economy
3728,Tel Aviv,851,,Wizz Air Abu Dhabi,1115,,Economy
3729,Oslo,85,,IndiGo Airlines,1655,,Economy
3730,Tel Aviv,60,,Wizz Air Abu Dhabi,1210,,Economy
3731,Oslo,60,,IndiGo Airlines,2100,,Economy
3732,Tel Aviv,601,,Wizz Air Abu Dhabi,1210,,Economy
3733,Oslo,60,,Air Arabia Abu Dhabi,2100,,Economy
3734,Tel Aviv,831,,Air Vistara,1205,,Economy
3735,Oslo,83,,Wizz Air Abu Dhabi,1805,,Economy
3736,Tel Aviv,671,,IndiGo Airlines,1145,,Economy
3737,Oslo,67,,Wizz Air Abu Dhabi,1950,,Economy
3738,Tel Aviv,84,,IndiGo Airlines,1205,,Economy
3739,Oslo,84,,Wizz Air Abu Dhabi,1805,,Economy
3740,Tel Aviv,622,,Air Arabia Abu Dhabi,1210,,Economy
3741,Oslo,62,,IndiGo Airlines,2100,,Economy
3742,Tel Aviv,85,,Wizz Air Abu Dhabi,1205,,Economy
3743,Oslo,85,,Air Arabia Abu Dhabi,1805,,Economy
3744,Tel Aviv,85,,Air Vistara,1205,,Economy
3745,Oslo,85,,Wizz Air Abu Dhabi,1805,,Economy
3746,Tel Aviv,86,,Air Arabia Abu Dhabi,1205,,Economy
3747,Oslo,86,,Air India Limited,1805,,Economy
3748,Tel Aviv,86,,Wizz Air Abu Dhabi,1205,,Economy
3749,Oslo,86,,Air India Limited,1805,,Economy
3750,Tel Aviv,87,,Air Vistara,1205,,Economy
3751,Oslo,87,,Wizz Air Abu Dhabi,1805,,Economy
3752,Tel Aviv,87,,Air Arabia Abu Dhabi,1205,,Economy
3753,Oslo,87,,Air India Limited,1805,,Economy
3754,Tel Aviv,90,,Wizz Air Abu Dhabi,1205,,Economy
3755,Oslo,90,,IndiGo Airlines,1805,,Economy
3756,Tel Aviv,742,,SriLankan Airlines,1145,,Economy
3757,Oslo,74,,Wizz Air Abu Dhabi,1950,,Economy
3758,Tel Aviv,742,,IndiGo Airlines,1145,,Economy
3759,Oslo,74,,Wizz Air Abu Dhabi,1950,,Economy
3760,Tel Aviv,923,,IndiGo Airlines,1205,,Economy
3761,Oslo,92,,SriLankan Airlines,1805,,Economy
3762,Tel Aviv,70,,Ryanair,1210,,Economy
3763,Oslo,70,,Ryanair,2100,,Economy
3764,Tel Aviv,93,,Ryanair,1205,,Economy
3765,Oslo,93,,Ryanair,1805,,Economy
3766,Tel Aviv,932,,Wizz Air,1205,,Economy
3767,Oslo,93,,easyJet,1805,,Economy
3768,Tel Aviv,71,,easyJet,1210,,Economy
3769,Oslo,71,,easyJet,2100,,Economy
3770,Tel Aviv,362,,Ryanair,2010,,Economy
3771,Oslo,36,,Ryanair,09251,,Economy
3772,Tel Aviv,972,,easyJet,1550,,Economy
3773,Oslo,97,,Ryanair,2135,,Economy
3774,Tel Aviv,74,,Ryanair,1210,,Economy
3775,Oslo,74,,Animawings,2100,,Economy
3776,Tel Aviv,58,,Wizz Air,1125,,Economy
3777,Amman,58,,easyJet,1810,,Economy
3778,Tel Aviv,71,,easyJet,1225,,Economy
3779,Amman,71,,easyJet,1805,,Economy
3780,Tel Aviv,471,,Wizz Air,2220,,Economy
3781,Amman,47,,Ryanair,07301,,Economy
3782,Tel Aviv,48,,easyJet,2205,,Economy
3783,Amman,48,,easyJet,07151,,Economy
3784,Tel Aviv,48,,easyJet,2205,,Economy
3785,Amman,48,,Ryanair,07151,,Economy
3786,Tel Aviv,76,,Animawings,1225,,Economy
3787,Amman,76,,Wizz Air,1805,,Economy
3788,Tel Aviv,52,,Ryanair,2205,,Economy
3789,Amman,52,,Wizz Air,07001,,Economy
3790,Tel Aviv,721,,Ryanair,1125,,Economy
3791,Amman,72,,Animawings,1810,,Economy
3792,Tel Aviv,55,,Wizz Air,2205,,Economy
3793,Amman,55,,Ryanair,07001,,Economy
3794,Tel Aviv,57,,Ryanair,2205,,Economy
3795,Amman,57,,Ryanair,07001,,Economy
3796,Tel Aviv,57,,Wizz Air,2205,,Economy
3797,Amman,57,,Aegean,07001,,Economy
3798,Tel Aviv,58,,Vueling,2205,,Economy
3799,Amman,58,,Alaska Airlines,07001,,Economy
3800,Tel Aviv,48,,Aegean,0755,,Economy
3801,Amman,48,,Vueling,1810,,Economy
3802,Tel Aviv,76,,Alaska Airlines,1125,,Economy
3803,Amman,76,,Aegean,1810,,Economy
3804,Tel Aviv,76,,Vueling,1125,,Economy
3805,Amman,76,,Alaska Airlines,1810,,Economy
3806,Tel Aviv,76,,Wizz Air,1125,,Economy
3807,Amman,76,,Ryanair,1810,,Economy
3808,Tel Aviv,60,,Norse Atlantic Airways,2205,,Economy
3809,Amman,60,,Alaska Airlines,07001,,Economy
3810,Tel Aviv,60,,Ryanair,2205,,Economy
3811,Amman,60,,Norse Atlantic Airways,07001,,Economy
3812,Tel Aviv,60,,Alaska Airlines,2205,,Economy
3813,Amman,60,,Wizz Air UK,07001,,Economy
3814,Tel Aviv,60,,Ryanair UK,2205,,Economy
3815,Amman,60,,Norse Atlantic Airways,07001,,Economy
3816,Tel Aviv,78,,Alaska Airlines,1125,,Economy
3817,Amman,78,,Wizz Air,1810,,Economy
3818,Tel Aviv,78,,Ryanair,1125,,Economy
3819,Amman,78,,Norse Atlantic Airways,1810,,Economy
3820,Tel Aviv,78,,Delta Air Lines,1125,,Economy
3821,Amman,78,,Wizz Air UK,1810,,Economy
3822,Tel Aviv,78,,Ryanair UK,1125,,Economy
3823,Amman,78,,Norse Atlantic Airways,1810,,Economy
3824,Tel Aviv,592,,Alaska Airlines,2220,,Economy
3825,Amman,59,,Wizz Air,07301,,Economy
3826,Tel Aviv,61,,Ryanair,2205,,Economy
3827,Amman,61,,Norse Atlantic Airways,07001,,Economy
3828,Tel Aviv,61,,Alaska Airlines,2205,,Economy
3829,Amman,61,,Wizz Air,07001,,Economy
3830,Tel Aviv,62,,Ryanair,2205,,Economy
3831,Amman,62,,Norse Atlantic Airways,07001,,Economy
3832,Tel Aviv,63,,Delta Air Lines,2205,,Economy
3833,Amman,63,,Ryanair,07001,,Economy
3834,Tel Aviv,541,,Norse Atlantic Airways,0755,,Economy
3835,Amman,54,,Alaska Airlines,1810,,Economy
3836,Tel Aviv,17,,Wizz Air UK,2100,,Economy
3837,Thessaloniki,17,,Ryanair UK,2335,,Economy
3838,Tel Aviv,20,,Norse Atlantic Airways,2100,,Economy
3839,Thessaloniki,20,,Alaska Airlines,2335,,Economy
3840,Tel Aviv,201,,Transavia France,2055,,Economy
3841,Thessaloniki,20,,Corsair International,2330,,Economy
3842,Tel Aviv,201,,United Airlines,2035,,Economy
3843,Thessaloniki,20,,easyJet,2310,,Economy
3844,Tel Aviv,223,,Norse Atlantic Airways,2035,,Economy
3845,Thessaloniki,22,,Delta Air Lines,2310,,Economy
3846,Tel Aviv,22,,Ryanair,2055,,Economy
3847,Thessaloniki,22,,Norse Atlantic Airways,2330,,Economy
3848,Tel Aviv,22,,Alaska Airlines,2100,,Economy
3849,Thessaloniki,22,,Ryanair,2335,,Economy
3850,Tel Aviv,22,,Norse Atlantic Airways,2100,,Economy
3851,Thessaloniki,22,,Alaska Airlines,2335,,Economy
3852,Tel Aviv,25,,Wizz Air,2035,,Economy
3853,Thessaloniki,25,,Norse Atlantic Airways,2310,,Economy
3854,Tel Aviv,25,,Alaska Airlines,2035,,Economy
3855,Thessaloniki,25,,Ryanair,2310,,Economy
3856,Tel Aviv,25,,Vueling,2035,,Economy
3857,Thessaloniki,25,,Delta Air Lines,2310,,Economy
3858,Tel Aviv,25,,Ryanair,2100,,Economy
3859,Thessaloniki,25,,Vueling,2335,,Economy
3860,Tel Aviv,26,,Alaska Airlines,2100,,Economy
3861,Thessaloniki,26,,Wizz Air UK,2335,,Economy
3862,Tel Aviv,261,,Ryanair UK,2100,,Economy
3863,Thessaloniki,26,,Norse Atlantic Airways,2335,,Economy
3864,Tel Aviv,26,,Alaska Airlines,2100,,Economy
3865,Thessaloniki,26,,easyJet,2335,,Economy
3866,Tel Aviv,26,,Ryanair,2100,,Economy
3867,Thessaloniki,26,,Vueling,2335,,Economy
3868,Tel Aviv,26,,Alaska Airlines,2035,,Economy
3869,Thessaloniki,26,,Ryanair,2310,,Economy
3870,Tel Aviv,26,,Norse Atlantic Airways,2100,,Economy
3871,Thessaloniki,26,,American Airlines,2335,,Economy
3872,Tel Aviv,26,,easyJet,2100,,Economy
3873,Thessaloniki,26,,Ryanair,2335,,Economy
3874,Tel Aviv,26,,Norse Atlantic Airways,2100,,Economy
3875,Thessaloniki,26,,Alaska Airlines,2335,,Economy
3876,Tel Aviv,26,,Ryanair,2100,,Economy
3877,Thessaloniki,26,,Norse Atlantic Airways,2335,,Economy
3878,Tel Aviv,26,,Delta Air Lines,2100,,Economy
3879,Thessaloniki,26,,Ryanair,2335,,Economy
3880,Tel Aviv,26,,Wizz Air,2035,,Economy
3881,Thessaloniki,26,,Icelandair,2310,,Economy
3882,Tel Aviv,26,,Wizz Air,2100,,Economy
3883,Thessaloniki,26,,Ryanair,2335,,Economy
3884,Tel Aviv,26,,Finnair,2035,,Economy
3885,Thessaloniki,26,,Ryanair,2310,,Economy
3886,Tel Aviv,27,,Norse Atlantic Airways,2100,,Economy
3887,Thessaloniki,27,,Delta Air Lines,2335,,Economy
3888,Tel Aviv,28,,easyJet,2035,,Economy
3889,Thessaloniki,28,,Ryanair,2310,,Economy
3890,Tel Aviv,28,,Vueling,2100,,Economy
3891,Thessaloniki,28,,Delta Air Lines,2335,,Economy
3892,Tel Aviv,28,,Wizz Air,2100,,Economy
3893,Thessaloniki,28,,Ryanair,2335,,Economy
3894,Tel Aviv,28,,Norse Atlantic Airways,2035,,Economy
3895,Thessaloniki,28,,Alaska Airlines,2310,,Economy
3896,Tel Aviv,561,,El Al Israel Airlines,1140,,Economy
3897,Palermo,56,,Air Vistara,1710,,Economy
3898,Tel Aviv,523,,VietJet Air,1055,,Economy
3899,Palermo,52,,Aegean,1730,,Economy
3900,Tel Aviv,59,,Scoot,1125,,Economy
3901,Palermo,59,,El Al Israel Airlines,1755,,Economy
3902,Tel Aviv,65,,Air Vistara,1150,,Economy
3903,Palermo,65,,VietJet Air,1740,,Economy
3904,Tel Aviv,602,,El Al Israel Airlines,1055,,Economy
3905,Palermo,60,,Air Vistara,1730,,Economy
3906,Tel Aviv,66,,VietJet Air,1150,,Economy
3907,Palermo,66,,El Al Israel Airlines,1740,,Economy
3908,Tel Aviv,611,,Air Vistara,1125,,Economy
3909,Palermo,61,,VietJet Air,1755,,Economy
3910,Tel Aviv,531,,Aegean,1255,,Economy
3911,Palermo,53,,Scoot,2030,,Economy
3912,Tel Aviv,55,,Aegean,1255,,Economy
3913,Palermo,55,,Scoot,2030,,Economy
3914,Tel Aviv,561,,El Al Israel Airlines,1255,,Economy
3915,Palermo,56,,Air Vistara,2030,,Economy
3916,Tel Aviv,731,,VietJet Air,1140,,Economy
3917,Palermo,73,,El Al Israel Airlines,1710,,Economy
3918,Tel Aviv,581,,Air Vistara,1255,,Economy
3919,Palermo,58,,VietJet Air,2030,,Economy
3920,Tel Aviv,68,,Gulf Air Bahrain,1120,,Economy
3921,Palermo,68,,VietJet Air,1755,,Economy
3922,Tel Aviv,633,,Gulf Air Bahrain,1055,,Economy
3923,Palermo,63,,VietJet Air,1810,,Economy
3924,Tel Aviv,69,,Gulf Air Bahrain,1125,,Economy
3925,Palermo,69,,VietJet Air,1755,,Economy
3926,Tel Aviv,69,,El Al Israel Airlines,1125,,Economy
3927,Palermo,69,,Air Vistara,1755,,Economy
3928,Tel Aviv,75,,VietJet Air,1150,,Economy
3929,Palermo,75,,Wizz Air Abu Dhabi,1740,,Economy
3930,Tel Aviv,702,,Etihad Airways,1055,,Economy
3931,Palermo,70,,VietJet Air,1725,,Economy
3932,Tel Aviv,701,,El Al Israel Airlines,1120,,Economy
3933,Palermo,70,,Air India Express,1755,,Economy
3934,Tel Aviv,71,,VietJet Air,1120,,Economy
3935,Palermo,71,,Aegean,1755,,Economy
3936,Tel Aviv,72,,Scoot,1125,,Economy
3937,Palermo,72,,Wizz Air Abu Dhabi,1755,,Economy
3938,Tel Aviv,78,,Air Arabia Abu Dhabi,1150,,Economy
3939,Palermo,78,,VietJet Air,1740,,Economy
3940,Tel Aviv,84,,El Al Israel Airlines,1140,,Economy
3941,Palermo,84,,Air India Express,1705,,Economy
3942,Tel Aviv,81,,VietJet Air,1150,,Economy
3943,Palermo,81,,Gulf Air Bahrain,1740,,Economy
3944,Tel Aviv,521,,VietJet Air,1325,,Economy
3945,Palermo,52,,El Al Israel Airlines,2300,,Economy
3946,Tel Aviv,74,,Air India Express,1135,,Economy
3947,Palermo,74,,VietJet Air,1830,,Economy
3948,Tel Aviv,82,,Aegean,1140,,Economy
3949,Palermo,82,,Scoot,1735,,Economy
3950,Tel Aviv,823,,Aegean,1140,,Economy
3951,Palermo,82,,Scoot,1735,,Economy
3952,Tel Aviv,822,,Israir,1140,,Economy
3953,Palermo,82,,IndiGo Airlines,1735,,Economy
3954,Tel Aviv,83,,VietJet Air,1150,,Economy
3955,Palermo,83,,El Al Israel Airlines,1740,,Economy
3956,Tel Aviv,3511,,Air India Express,1210,,Economy
3957,Denver,351,,VietJet Air,08101,,Economy
3958,Tel Aviv,3501,,Aegean,1210,,Economy
3959,Denver,350,,Scoot,08511,,Economy
3960,Tel Aviv,3771,,AirAsia,1255,,Economy
3961,Denver,377,,Aegean,08101,,Economy
3962,Tel Aviv,3932,,Scoot,1210,,Economy
3963,Denver,393,,AirAsia,08101,,Economy
3964,Tel Aviv,3931,,Aegean,1210,,Economy
3965,Denver,393,,Scoot,08251,,Economy
3966,Tel Aviv,3751,,AirAsia,2245,,Economy
3967,Denver,375,,El Al Israel Airlines,22341,,Economy
3968,Tel Aviv,3831,,Air Vistara,2205,,Economy
3969,Denver,383,,VietJet Air,22491,,Economy
3970,Tel Aviv,4282,,Aegean,1315,,Economy
3971,Denver,428,,Scoot,08251,,Economy
3972,Tel Aviv,3731,,Gulf Air Bahrain,1915,,Economy
3973,Denver,373,,VietJet Air,21481,,Economy
3974,Tel Aviv,4382,,easyJet,1315,,Economy
3975,Denver,438,,easyJet,08101,,Economy
3976,Tel Aviv,3951,,easyJet,2205,,Economy
3977,Denver,395,,easyJet,22341,,Economy
3978,Tel Aviv,3801,,easyJet,1915,,Economy
3979,Denver,380,,easyJet,21431,,Economy
3980,Tel Aviv,3871,,easyJet,2205,,Economy
3981,Denver,387,,easyJet,23421,,Economy
3982,Tel Aviv,4091,,easyJet,1915,,Economy
3983,Denver,409,,easyJet,18311,,Economy
3984,Tel Aviv,4021,,easyJet,2205,,Economy
3985,Denver,402,,easyJet,22491,,Economy
3986,Tel Aviv,3561,,easyJet,1410,,Economy
3987,Denver,356,,easyJet,21481,,Economy
3988,Tel Aviv,4131,,easyJet,2205,,Economy
3989,Denver,413,,easyJet,22491,,Economy
3990,Tel Aviv,4521,,easyJet,1210,,Economy
3991,Denver,452,,easyJet,08151,,Economy
3992,Tel Aviv,4131,,easyJet,2145,,Economy
3993,Denver,413,,easyJet,22431,,Economy
3994,Tel Aviv,4622,,easyJet,1315,,Economy
3995,Denver,462,,easyJet,08101,,Economy
3996,Tel Aviv,4212,,easyJet,2205,,Economy
3997,Denver,421,,easyJet,22491,,Economy
3998,Tel Aviv,4141,,easyJet,2110,,Economy
3999,Denver,414,,easyJet,22491,,Economy
4000,Tel Aviv,4221,,easyJet,2145,,Economy
4001,Denver,422,,easyJet,22341,,Economy
4002,Tel Aviv,4561,,easyJet,1255,,Economy
4003,Denver,456,,easyJet,09351,,Economy
4004,Tel Aviv,4301,,Ryanair,2205,,Economy
4005,Denver,430,,Ryanair,22341,,Economy
4006,Tel Aviv,4061,,Ryanair,1410,,Economy
4007,Denver,406,,Wizz Air,17451,,Economy
4008,Tel Aviv,3761,,Ryanair,1410,,Economy
4009,Denver,376,,Ryanair,21431,,Economy
4010,Tel Aviv,4742,,Wizz Air,1255,,Economy
4011,Denver,474,,Wizz Air,08151,,Economy
4012,Tel Aviv,4402,,Wizz Air,2245,,Economy
4013,Denver,440,,Wizz Air,22341,,Economy
4014,Tel Aviv,4041,,Wizz Air,1410,,Economy
4015,Denver,404,,Wizz Air,18311,,Economy
4016,Tel Aviv,18,,Ryanair,1410,,Economy
4017,Larnaca,18,,Ryanair,1515,,Economy
4018,Tel Aviv,211,,Ryanair,1410,,Economy
4019,Larnaca,21,,Wizz Air,1515,,Economy
4020,Tel Aviv,241,,Wizz Air,1410,,Economy
4021,Larnaca,24,,Wizz Air,1515,,Economy
4022,Tel Aviv,24,,Wizz Air,1410,,Economy
4023,Larnaca,24,,Wizz Air,1515,,Economy
4024,Tel Aviv,24,,Wizz Air,1410,,Economy
4025,Larnaca,24,,Wizz Air,1515,,Economy
4026,Tel Aviv,242,,Ryanair,1410,,Economy
4027,Larnaca,24,,Ryanair,1515,,Economy
4028,Tel Aviv,29,,Ryanair,1330,,Economy
4029,Larnaca,29,,Wizz Air,1435,,Economy
4030,Tel Aviv,29,,Ryanair,1410,,Economy
4031,Larnaca,29,,Wizz Air,1515,,Economy
4032,Tel Aviv,35,,Ryanair,1410,,Economy
4033,Larnaca,35,,Ryanair,1515,,Economy
4034,Tel Aviv,37,,Wizz Air,1330,,Economy
4035,Larnaca,37,,Wizz Air,1435,,Economy
4036,Tel Aviv,37,,Wizz Air,1330,,Economy
4037,Larnaca,37,,Wizz Air,1435,,Economy
4038,Tel Aviv,37,,Wizz Air,1410,,Economy
4039,Larnaca,37,,Wizz Air,1515,,Economy
4040,Tel Aviv,37,,Wizz Air,1410,,Economy
4041,Larnaca,37,,Wizz Air,1515,,Economy
4042,Tel Aviv,37,,Ryanair,1410,,Economy
4043,Larnaca,37,,Ryanair,1515,,Economy
4044,Tel Aviv,372,,Ryanair,1330,,Economy
4045,Larnaca,37,,Ryanair,1435,,Economy
4046,Tel Aviv,371,,Ryanair,1410,,Economy
4047,Larnaca,37,,Ryanair,1515,,Economy
4048,Tel Aviv,37,,Ryanair,1410,,Economy
4049,Larnaca,37,,Wizz Air,1515,,Economy
4050,Tel Aviv,37,,Wizz Air,1410,,Economy
4051,Larnaca,37,,Wizz Air,1515,,Economy
4052,Tel Aviv,37,,Ryanair,1330,,Economy
4053,Larnaca,37,,Wizz Air,1435,,Economy
4054,Tel Aviv,37,,Wizz Air,1410,,Economy
4055,Larnaca,37,,Wizz Air,1515,,Economy
4056,Tel Aviv,37,,Wizz Air,1330,,Economy
4057,Larnaca,37,,Ryanair,1435,,Economy
4058,Tel Aviv,37,,Wizz Air,1410,,Economy
4059,Larnaca,37,,Wizz Air,1515,,Economy
4060,Tel Aviv,37,,Wizz Air,1410,,Economy
4061,Larnaca,37,,Ryanair,1515,,Economy
4062,Tel Aviv,37,,Wizz Air,1410,,Economy
4063,Larnaca,37,,Blue Air,1515,,Economy
4064,Tel Aviv,37,,Ryanair,1410,,Economy
4065,Larnaca,37,,Iberojet Airlines,1515,,Economy
4066,Tel Aviv,37,,Ryanair,1410,,Economy
4067,Larnaca,37,,Iberojet Airlines,1515,,Economy
4068,Tel Aviv,37,,Ryanair,1410,,Economy
4069,Larnaca,37,,Norse Atlantic Airways,1515,,Economy
4070,Tel Aviv,2651,,Avianca,0520,,Economy
4071,Boston,265,,Ryanair,2040,,Economy
4072,Tel Aviv,2761,,Norse Atlantic Airways,0520,,Economy
4073,Boston,276,,Spirit Airlines,2040,,Economy
4074,Tel Aviv,2172,,Ryanair,2050,,Economy
4075,Boston,217,,Iberojet Airlines,20401,,Economy
4076,Tel Aviv,2972,,Ryanair,0650,,Economy
4077,Boston,297,,Iberojet Airlines,2040,,Economy
4078,Tel Aviv,2862,,Ryanair,0520,,Economy
4079,Boston,286,,Iberojet Airlines,2040,,Economy
4080,Tel Aviv,2971,,Ryanair,0630,,Economy
4081,Boston,297,,Norse Atlantic Airways,2040,,Economy
4082,Tel Aviv,2972,,Spirit Airlines,0630,,Economy
4083,Boston,297,,Ryanair,2040,,Economy
4084,Tel Aviv,2971,,Norse Atlantic Airways,0630,,Economy
4085,Boston,297,,American Airlines,2040,,Economy
4086,Tel Aviv,2212,,Ryanair,2050,,Economy
4087,Boston,221,,Norse Atlantic Airways,20401,,Economy
4088,Tel Aviv,2211,,Copa Airlines,2050,,Economy
4089,Boston,221,,Ryanair,20401,,Economy
4090,Tel Aviv,2892,,Norse Atlantic Airways,0520,,Economy
4091,Boston,289,,American Airlines,2140,,Economy
4092,Tel Aviv,2912,,Ryanair,0520,,Economy
4093,Boston,291,,Norse Atlantic Airways,2040,,Economy
4094,Tel Aviv,2241,,Copa Airlines,2050,,Economy
4095,Boston,224,,easyJet,20401,,Economy
4096,Tel Aviv,2251,,Iberia Airlines,2050,,Economy
4097,Boston,225,,Avianca,21401,,Economy
4098,Tel Aviv,2261,,Ryanair,2050,,Economy
4099,Boston,226,,Iberojet Airlines,20401,,Economy
4100,Tel Aviv,2941,,Ryanair,0520,,Economy
4101,Boston,294,,Iberojet Airlines,2040,,Economy
4102,Tel Aviv,243,,Ryanair,1850,,Economy
4103,Boston,243,,Iberojet Airlines,16501,,Economy
4104,Tel Aviv,3081,,Ryanair,0700,,Economy
4105,Boston,308,,Iberojet Airlines,2110,,Economy
4106,Tel Aviv,242,,Ryanair,1810,,Economy
4107,Boston,242,,Iberojet Airlines,17501,,Economy
4108,Tel Aviv,3101,,Ryanair,0630,,Economy
4109,Boston,310,,Iberojet Airlines,2040,,Economy
4110,Tel Aviv,3102,,easyJet,0630,,Economy
4111,Boston,310,,Ryanair,2040,,Economy
4112,Tel Aviv,3101,,Iberojet Airlines,0630,,Economy
4113,Boston,310,,Ryanair,2040,,Economy
4114,Tel Aviv,3101,,Iberojet Airlines,0630,,Economy
